Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2162463-A/2162463/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 01,JERICOACOARA,273222,PT 1 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",18,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162464-A/2162464/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 02,JERICOACOARA,166761,PT 2 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",19,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162465-A/2162465/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 03,JERICOACOARA,166762,PT 3 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",20,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162466-A/2162466/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 05,JERICOACOARA,166764,PT 5 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",22,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162467-A/2162467/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 06,JERICOACOARA,166765,PT 6 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",23,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162452-A/2162452/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Rio Acaraú,FORQUILHA,303722,Rio Acaraú (Água Bruta),UNBAC-FORQUILHA,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",103,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162460-A/2162460/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Paulo Sarasate,IRAJÁ,167261,Açude Paulo Sarasate (Água Bruta),UNBAC-IRAJÁ,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",107,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162563-A/2162563/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Edson Queiroz,SANTA QUITERIA,47435,Açude Edson Queiroz (Água Bruta),UNBAC-SANTA QUITERIA,UNBAC - Santa Quitéria,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",109,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2163123-A/2163123/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Edson Queiroz,TAPERUABA,167381,Açude Edson Queiroz (Água Bruta),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",111,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2152883-A/2152883/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ACARAÚ,37092,ETA de Acaraú (Água Tratada),UNBAC-ACARAÚ,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",207,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2152950-A/2152950/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,BELA CRUZ,37923,ETA de Bela Cruz (Água Tratada),UNBAC-BELA CRUZ,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",225,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2153003-A/2153003/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,CRUZ,42173,ETA de Cruz (Água Tratada),UNBAC-CRUZ,Saída do Sistema IQAP,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",234,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2162453-A/2162453/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Rio Acaraú,FORQUILHA,42276,ETA de Forquilha (Água Tratada),UNBAC-FORQUILHA,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",238,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162461-A/2162461/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Paulo Sarasate,IRAJÁ,45309,ETA de Irajá (Água Tratada),UNBAC-IRAJÁ,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",254,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162468-A/2162468/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,JERICOACOARA,43738,ETA de Jericoacoara (Água Tratada),UNBAC-JERICOACOARA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",262,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162566-A/2162566/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,SANTA QUITERIA,47433,ETA Santa Quitéria (Água Tratada),UNBAC-SANTA QUITERIA,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",326,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2163128-A/2163128/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,TAPERUABA,39525,ETA do SAAE de Taperuaba (Água Tratada),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",355,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2163129-A/2163129/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,TAPERUABA,167461,Saida da ETA da CAGECE de Taperuaba (Água Tratada),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",356,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2152889-A/2152889/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,ACARAÚ,68681,"R. Cap. Antonio Raimundo, 266 - Outra Banda Qd 204",UNBAC-ACARAÚ,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",735,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2152956-A/2152956/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,BELA CRUZ,38051,"R. Prof. Nicário, 44",UNBAC-BELA CRUZ,,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",766,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2153006-A/2153006/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,CRUZ,42203,"R. José Lúcio , 523",UNBAC-CRUZ,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",796,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2162457-A/2162457/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Rio Acaraú,FORQUILHA,42359,"R. Vicente Martins Nascimento , 14",UNBAC-FORQUILHA,,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",826,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162459-A/2162459/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Paulo Sarasate,HIDROLÂNDIA,42751,"R. Expedito Perreira Souza, 89",UNBAC-HIDROLANDIA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",861,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162462-A/2162462/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Paulo Sarasate,IRAJÁ,45270,"Av. Vereador Osmuldo Rufino Magalhães, s/n",UNBAC-IRAJÁ,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",872,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162469-A/2162469/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,JERICOACOARA,43741,"R. São Francisco, 193",UNBAC-JERICOACOARA,UN-BAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",882,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162577-A/2162577/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Edson Queiroz,SANTA QUITERIA,47445,"Antonio Gomes - R.  Adroaldo Martins, s/n",UNBAC-SANTA QUITERIA,Antonio Gomes,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",999,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2163133-A/2163133/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Edson Queiroz,TAPERUABA,44125,"R. Vila Romano Mendes, 155",UNBAC-TAPERUABA,,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",1050,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2151533-A/2151533/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço,SOBRAL,325802,"Rua Antônio Crisóstomo de Melo, nº 919",SOBRAL,Santa Casa de Misericórdia de Sobral,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3010,0,0,Ausente,10000000,17/01/2019,17/01/2019,0
N?  2152708-A/2152708/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira da lavanderia,Poço,SOBRAL,325943,"Praça Quirino Rodrigues, nº 76/4, Centro",SOBRAL,Obra Social Nossa Senhora da Glória - Fazenda da Esperança,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3012,0,0,Ausente,10000000,22/01/2019,22/01/2019,0
N?  2155957-A/2155957/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço - 01,URUOCA,326103,"Fazenda Macambira, localidade de serra da Goiana (poço geral)",UNBAC-URUOCA,"Vermont Mineração, Exportação e Importação LTDA",Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3018,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2155960-A/2155960/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço 02,URUOCA,326102,"Fazenda Macambira, localidade de serra da Goiana (poço perto da oficina)",UNBAC-URUOCA,"Vermont Mineração, Exportação e Importação LTDA",Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3019,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2155985-A/2155985/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço - 01,MASSAPE,324622,"Fazenda Coração de Jesus, Mumbaba - Paulo Vagalume (próx. Capineira)",UNBAC-MASSAPE,Particular,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3020,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2155987-A/2155987/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço 02,MASSAPE,324623,"Fazenda Coração de Jesus, Mumbaba - Paulo Vagalume (próx. casa do morador)",UNBAC-MASSAPE,Particular,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3021,0,0,Ausente,10000000,31/01/2019,31/01/2019,0
N?  2157429-A/2157429/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço,URUOCA,326202,"Fazenda Macambira, localidade de serra da Goiana (Poço 3)",UNBAC-URUOCA,"Vermont Mineração, Exportação e Importação LTDA",Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3023,0,0,Ausente,10000000,07/02/2019,07/02/2019,0
N?  2164220-A/2164220/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço,SOBRAL,326392,"Rua Gomes de Carvalho, nº 141, Colina da Boa Vista",SOBRAL,Joaquim Acrísio de Aguiar Júnior,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3037,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2167149-A/2167149/UN-BAC,UN-BAC,Água Bruta,Completa,Após cloração,Poço,SOBRAL,325802,"Rua Antônio Crisóstomo de Melo, nº 919",SOBRAL,Santa Casa de Misericórdia de Sobral,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3046,0,0,Ausente,10000000,28/02/2019,28/02/2019,0
N?  2169366-A/2169366/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do Açude,Açude Forquilha,FORQUILHA,238802,Açude Forquilha,UNBAC-FORQUILHA,UNBAC,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3051,0,0,Ausente,10000000,07/03/2019,07/03/2019,0
N?  2180715-A/2180715/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,Completa,Depois da caixa d'água,Poço Tubular,JIJOCA DE JERICOACOARA,325245,"ROD. CE 085, s/n (Canteiro de Obras)",UNBAC-JIJOCA DE JERICOACOARA,"Cobra Brasil Serviços, Comunicações e Energia S.A.",Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3066,0,0,Ausente,1000000,03/04/2019,03/04/2019,0
N?  2185780-A/2185780/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,Poço,JERICOACOARA,327329,"Rua do Forró, s/n",UNBAC-JERICOACOARA,Windjeri Pousada,Alcalinidade - Carbonatos,"2320 B, SMEWW 22nd Ed., 2012",3090,0,0,Ausente,10000000,29/04/2019,29/04/2019,0
N?  2152871-A/2152871/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 01,ACARAÚ,166561,PT 1 de Acaraú (Água Bruta),UNBAC-ACARAÚ,UN-BAC - ACARAÚ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",2,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152872-A/2152872/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 02,ACARAÚ,166581,PT 2 de Acaraú (Água Bruta),UNBAC-ACARAÚ,UN-BAC - ACARAÚ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",3,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152873-A/2152873/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 03,ACARAÚ,166601,PT 3 de Acaraú (Água Bruta),UNBAC-ACARAÚ,UN-BAC - ACARAÚ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",4,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152976-A/2152976/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,PT - 02,CRUZ,166641,PT 2 de Cruz (Água Bruta),UNBAC-CRUZ,UN-BAC - CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",4,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152874-A/2152874/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 04,ACARAÚ,166621,PT 4 de Acaraú (Água Bruta),UNBAC-ACARAÚ,UN-BAC - ACARAÚ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",5,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152978-A/2152978/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,PT - 03,CRUZ,166661,PT 3 de Cruz (Água Bruta),UNBAC-CRUZ,UN-BAC - CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",5,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152998-A/2152998/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,PT - 04,CRUZ,166681,PT 4 de Cruz (Água Bruta),UNBAC-CRUZ,UN-BAC - CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",6,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152875-A/2152875/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 07,ACARAÚ,325203,PT 7 de Acaraú (Água Bruta),UNBAC-ACARAÚ,UNBAC - ACARAÚ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",7,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2153000-A/2153000/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,PT - 06,CRUZ,166683,PT 6 de Cruz (Água Bruta),UNBAC-CRUZ,UN-BAC - CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",7,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2153002-A/2153002/UN-BAC,UN-BAC,Água Bruta,Completa,Direto do poço,PT - 07,CRUZ,166682,PT 7 de Cruz (Água Bruta),UNBAC-CRUZ,UN-BAC - CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",8,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152930-A/2152930/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 01,BELA CRUZ,298582,PT - 1,UNBAC-BELA CRUZ,UN-BAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",10,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152932-A/2152932/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 02,BELA CRUZ,298583,PT 02,UNBAC-BELA CRUZ,UN-BAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",11,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152934-A/2152934/UN-BAC,UN-BAC,Água Bruta Classe 2,Semestral,Direto do poço,PT - 07,BELA CRUZ,186166,UNBAC - ETA BELA CRUZ - ÁGUA BRUTA,UNBAC-BELA CRUZ,UNBAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",12,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2152937-A/2152937/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 08,BELA CRUZ,166921,PT 8 de Bela Cruz (Água Bruta),UNBAC-BELA CRUZ,UN-BAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",13,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152942-A/2152942/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 09,BELA CRUZ,166922,PT 9 de Bela Cruz (Água Bruta),UNBAC-BELA CRUZ,UN-BAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",14,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2152946-A/2152946/UN-BAC,UN-BAC,Água Bruta Classe 2,Semestral,Direto do poço,PT - 10,BELA CRUZ,186163,UNBAC - ETA BELA CRUZ - ÁGUA BRUTA,UNBAC-BELA CRUZ,UNBAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",15,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2152948-A/2152948/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 11,BELA CRUZ,166924,PT 11 de Bela Cruz (Água Bruta),UNBAC-BELA CRUZ,UN-BAC - BELA CRUZ,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",16,0,0,Ausente,10000000,23/01/2019,23/01/2019,0
N?  2162463-A/2162463/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 01,JERICOACOARA,273222,PT 1 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",18,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162464-A/2162464/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 02,JERICOACOARA,166761,PT 2 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",19,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162465-A/2162465/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 03,JERICOACOARA,166762,PT 3 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",20,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162466-A/2162466/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 05,JERICOACOARA,166764,PT 5 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",22,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162467-A/2162467/UN-BAC,UN-BAC,Água Bruta,Semestral,Direto do poço,PT - 06,JERICOACOARA,166765,PT 6 de Jericoacoara (Água Bruta),UNBAC-JERICOACOARA,UN-BAC - JERICOACOARA,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",23,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162452-A/2162452/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Rio Acaraú,FORQUILHA,303722,Rio Acaraú (Água Bruta),UNBAC-FORQUILHA,UNBAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",103,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162460-A/2162460/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Paulo Sarasate,IRAJÁ,167261,Açude Paulo Sarasate (Água Bruta),UNBAC-IRAJÁ,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",107,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2162563-A/2162563/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Edson Queiroz,SANTA QUITERIA,47435,Açude Edson Queiroz (Água Bruta),UNBAC-SANTA QUITERIA,UNBAC - Santa Quitéria,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",109,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2163123-A/2163123/UN-BAC,UN-BAC,Água Bruta,Completa,Torneira de entrada,Açude Edson Queiroz,TAPERUABA,167381,Açude Edson Queiroz (Água Bruta),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",111,0,0,Ausente,10000000,20/02/2019,20/02/2019,0
N?  2152883-A/2152883/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,ACARAÚ,37092,ETA de Acaraú (Água Tratada),UNBAC-ACARAÚ,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",207,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2152950-A/2152950/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,BELA CRUZ,37923,ETA de Bela Cruz (Água Tratada),UNBAC-BELA CRUZ,UNBAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",225,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2153003-A/2153003/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,CRUZ,42173,ETA de Cruz (Água Tratada),UNBAC-CRUZ,Saída do Sistema IQAP,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",234,0,0,Ausente,1000000,23/01/2019,23/01/2019,0
N?  2162453-A/2162453/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Rio Acaraú,FORQUILHA,42276,ETA de Forquilha (Água Tratada),UNBAC-FORQUILHA,UNBAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",238,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162461-A/2162461/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Paulo Sarasate,IRAJÁ,45309,ETA de Irajá (Água Tratada),UNBAC-IRAJÁ,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",254,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162468-A/2162468/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços Tubulares,JERICOACOARA,43738,ETA de Jericoacoara (Água Tratada),UNBAC-JERICOACOARA,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",262,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2162566-A/2162566/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,SANTA QUITERIA,47433,ETA Santa Quitéria (Água Tratada),UNBAC-SANTA QUITERIA,UNBAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",326,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2163128-A/2163128/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,TAPERUABA,39525,ETA do SAAE de Taperuaba (Água Tratada),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",355,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
N?  2163129-A/2163129/UN-BAC,UN-BAC,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Açude Edson Queiroz,TAPERUABA,167461,Saida da ETA da CAGECE de Taperuaba (Água Tratada),UNBAC-TAPERUABA,UN-BAC,Alcalinidade - Hidróxidos,"2320 B, SMEWW 22nd Ed., 2012",356,0,0,Ausente,1000000,20/02/2019,20/02/2019,0
